"x","y"
338,7465.4
339,7549.8
340,7460.4
341,7546.2
342,7644.3
343,7560.3
344,7475.3
345,7383
346,7301.1
347,7219.4
348,7147.9
349,7225.2
350,7298.5
351,7372.4
352,7455.4
353,7532
354,7456.7
355,7380.5
356,7303
357,7376.8
358,7451.7
359,7376.8
360,7302.3
361,7376.8
362,7452.3
363,7355.4
364,7280.7
365,7358.5
366,7441.1
367,7524
368,7436.8
369,7358.5
370,7437.4
371,7360.4
372,7442.4
373,7522.2
374,7445.5
375,7371.1
376,7285.8
377,7186
378,7086.1
379,7013.9
380,6936.2
381,7013.9
382,7088.7
383,7007.3
384,7108.9
385,7207.9
386,7131.7
387,7223.9
388,7318.8
389,7229.7
390,7304.2
391,7223.3
392,7144.7
393,7072.4
394,7153.1
395,7226.5
396,7324.5
397,7399.3
398,7325.1
399,7400.6
400,7317.5
401,7241.9
402,7315.6
403,7236.7
404,7319.4
405,7239.9
406,7314.4
407,7232.9
408,7309.3
409,7386.2
410,7296
411,7223.3
412,7297.9
413,7224.6
414,7297.9
415,7220.7
416,7297.9
417,7381.2
418,7293.5
419,7215
420,7289.6
421,7211.7
422,7133.6
423,7238.7
424,7315
425,7231
426,7158.3
427,7232.3
428,7306.8
429,7229.7
430,7154.4
431,7080.9
432,6982.1
433,7054.7
434,7127.2
435,7214.3
436,7288.4
437,7197
438,7275.7
439,7352.9
440,7269.9
441,7182.8
442,7101.1
443,7177
444,7276.3
445,7180.2
446,7082.8
447,7011.2
448,6890
449,6781
450,6712.3
451,6783
452,6869.1
453,6957.5
454,7049.4
455,7122.6
456,7042.9
457,6944.9
458,6874.5
459,6802.8
460,6729.6
461,6809.6
462,6887.3
463,6964.9
464,6892.7
465,6970.8
466,6891.4
467,6817.1
468,6919.5
469,6993.4
470,6922.2
471,6996.7
472,7101.1
473,7024.4
474,7097.9
475,7182.8
476,7111.5
477,7191.8
478,7273.7
479,7364.8
480,7285.2
481,7183.4
482,7101.8
483,6997.4
484,7077
485,6998
486,7071.1
487,7000.7
488,6930.9
489,7019.8
490,6942.9
491,6846.9
492,6926.9
493,7018.5
494,6940.2
495,6839.4
496,6766.6
497,6865.8
498,6789.8
499,6870.5
500,6943.6
501,6865.8
502,6796.6
503,6878.6
504,6806.9
505,6882.6
506,6807.5
507,6733
508,6802.8
509,6876.6
510,6807.5
511,6887.3
512,6819.1
513,6743.3
514,6675
515,6603.9
516,6534.1
517,6606
518,6529.8
519,6606
520,6689.5
521,6778.2
522,6868.5
523,6940.2
524,7042.9
525,7129.1
526,7214.3
527,7298.5
528,7379.3
529,7456
530,7380.5
531,7456
532,7381.8
533,7304.9
534,7229.1
535,7303
536,7389.9
537,7469.7
538,7547.4
539,7626.1
540,7704.6
541,7617.6
542,7540
543,7462.3
544,7552.3
545,7629.1
546,7548.6
547,7469.7
548,7387.4
549,7462.3
550,7384.9
551,7462.3
552,7540.6
553,7457.3
554,7532.6
555,7448.6
556,7536.3
557,7461.6
558,7540
559,7461
560,7541.9
561,7466
562,7544.9
563,7459.1
564,7541.9
565,7464.1
566,7389.9
567,7475.3
568,7398.7
569,7314.4
570,7390.6
571,7314.4
572,7220.7
573,7130.4
574,7044.2
575,6972.8
576,7045.5
577,7127.8
578,7211.7
579,7298.5
580,7211.1
581,7116.1
582,7204
583,7283.3
584,7194.4
585,7122.6
586,7197
587,7269.9
588,7185.4
589,7106.3
590,7019.8
591,7107.6
592,7186
593,7273.1
594,7368.6
595,7287.1
596,7187.3
597,7103.1
598,7182.2
599,7264.2
600,7189.9
601,7114.1
602,7042.2
603,7127.2
604,7049.4
605,7130.4
606,7211.1
607,7137.5
608,7209.8
609,7131
610,7206.6
611,7293.5
612,7212.4
613,7113.5
614,7209.8
615,7296.6
616,7207.9
617,7130.4
618,7217.5
619,7304.9
620,7229.1
621,7157
622,7232.9
623,7154.4
624,7227.1
625,7327.6
626,7418.1
627,7340.3
628,7264.2
629,7191.8
630,7275
631,7174.4
632,7050.1
633,6971.5
634,7066.5
635,6929.5
636,7018.5
637,7099.8
638,7182.2
639,7278.8
640,7197
641,7124.6
642,7038.3
643,7111.5
644,7188
645,7266.1
646,7181.5
647,7084.8
648,7193.7
649,7120.7
650,7203.4
651,7282
652,7173.1
653,7101.8
654,7180.2
655,7260.4
656,7152.4
657,7229.7
658,7153.7
659,7063.9
660,6985.4
661,7074.3
662,7160.9
663,7082.2
664,7156.3
665,7085.5
666,7004.6
667,6920.2
668,6842.8
669,6762.5
670,6834.7
671,6920.8
672,7017.2
673,6922.9
674,6997.4
675,6924.9
676,6999.3
677,6916.8
678,6990.1
679,7073
680,7146
681,7057.3
682,7131
683,7058
684,7131
685,7053.4
686,6972.2
687,7063.2
688,7142.7
689,7069.1
690,7156.3
691,7083.5
692,6999.3
693,7072.4
694,6998.7
695,7071.7
696,6998
697,6928.2
698,7025.1
699,7123.3
700,7052.7
701,6980.8
702,6905.4
703,6979.5
704,6907.5
705,6990.7
706,6912.1
707,6984.8
708,7063.9
709,6993.4
710,6921.5
711,7004
712,6932.9
713,6861.7
714,6950.2
715,6879.2
716,6810.9
717,6882.6
718,6955.5
719,6870.5
720,6790.5
721,6719.9
722,6640.2
723,6563.1
724,6497.9
725,6569.4
726,6637.4
727,6707.5
728,6802.8
729,6873.2
730,6960.9
731,7039.6
732,7125.2
733,7207.9
734,7285.2
735,7364.2
736,7450.5
737,7572.5
738,7487.6
739,7410.6
740,7307.4
741,7416.8
742,7492.6
743,7588.4
744,7493.8
745,7415.6
746,7341.5
747,7422.4
748,7497.5
749,7410
750,7491.4
751,7401.2
752,7487
753,7406.2
754,7486.4
755,7568.8
756,7490.1
757,7568.8
758,7488.3
759,7413.1
760,7489.5
761,7569.4
762,7478.4
763,7557.2
764,7480.8
765,7404.3
766,7483.3
767,7394.3
768,7483.9
769,7408.1
770,7509.3
771,7589.6
772,7689
773,7768
774,7679.9
775,7594.5
776,7503.7
777,7429.3
778,7521
779,7618.8
780,7536.9
781,7454.2
782,7376.8
783,7474
784,7553.5
785,7468.5
786,7544.9
787,7464.1
788,7379.9
789,7299.8
790,7183.4
791,7287.7
792,7366.7
793,7449.2
794,7356.7
795,7447.3
796,7562.7
797,7484.6
798,7405.6
799,7492.6
800,7398.1
801,7323.2
802,7398.7
803,7310.6
804,7238
805,7161.5
806,7084.2
807,7012.6
808,6942.2
809,7036.3
810,7114.1
811,7191.2
812,7285.2
813,7363.6
814,7278.2
815,7204.7
816,7297.3
817,7128.5
818,6886
819,6768.7
820,6846.9
821,6943.6
822,7054.7
823,7181.5
824,7269.3
825,7195
826,7113.5
827,7189.9
828,7112.8
829,7038.3
830,7111.5
831,7194.4
832,7117.4
833,7220.1
834,7299.2
835,7195.7
836,7306.8
837,7227.1
838,7306.8
839,7223.9
840,7302.3
841,7225.9
842,7304.9
843,7219.4
844,7147.3
845,7233.5
846,7308
847,7383.7
848,7308
849,7392.4
850,7311.8
851,7225.9
852,7316.9
853,7391.2
854,7316.9
855,7239.3
856,7339.6
857,7264.2
858,7340.3
859,7254
860,7335.9
861,7259.1
862,7186.7
863,7262.9
864,7189.2
865,7271.8
866,7195
867,7269.3
868,7195.7
869,7272.5
870,7193.7
871,7282.7
872,7195.7
873,7123.3
874,7206
875,7281.4
876,7200.8
877,7128.5
878,7056
879,7127.8
880,7202.8
881,7291.5
882,7208.5
883,7123.9
884,7052.1
885,6946.9
886,6876.6
887,6779.6
888,6704.8
889,6774.1
890,6855
891,6934.9
892,6846.2
893,6775.5
894,6854.3
895,6932.2
896,7022.5
897,7127.2
898,7038.3
899,7125.9
900,7206
901,7100.5
902,7173.8
903,7101.8
904,7185.4
905,7265.5
906,7189.2
907,7089.4
908,7185.4
909,7063.2
910,6964.2
911,6801.4
912,6721.3
913,6791.2
914,6913.5
915,6992.1
916,7075.6
917,7160.2
918,7246.3
919,7324.5
920,7248.2
921,7173.8
922,7084.2
923,7162.8
924,7238
925,7159.6
926,7235.5
927,7155.7
928,7228.4
929,7309.9
930,7234.8
931,7159.6
932,7262.9
933,7187.3
934,7281.4
935,7207.2
936,7124.6
937,7214.3
938,7138.2
939,7211.1
940,7099.8
941,7022.5
942,7102.4
943,7189.9
944,7108.3
945,7182.8
946,7087.4
947,7188
948,7074.3
949,7000.7
950,6928.9
951,7017.8
952,7088.7
953,7162.8
954,7078.9
955,6992.7
956,7069.8
957,6966.9
958,6891.4
959,6970.8
960,7056.6
961,6979.5
962,7050.1
963,6969.5
964,7053.4
965,6974.2
966,6897.4
967,6825.2
968,6742.6
969,6675.7
970,6587.7
971,6488.6
972,6577.2
973,6654.2
974,6724.7
975,6650
976,6777.5
977,6855.7
978,6985.4
979,7084.2
980,7180.9
981,7256.5
982,7335.9
983,7255.3
984,7334
985,7260.4
986,7334.6
987,7261.6
988,7185.4
989,7109.6
990,7188
991,7265.5
992,7360.4
993,7257.8
994,7153.1
995,7235.5
996,7160.9
997,7233.5
998,7306.8
999,7394.3
1000,7310.6
1001,7221.4
1002,7297.9
1003,7376.1
1004,7287.7
1005,7185.4
1006,7261.6
1007,7342.2
1008,7420.6
1009,7343.4
1010,7264.8
1011,7347.2
1012,7258.5
1013,7333.3
1014,7255.9
1015,7332.7
1016,7252.1
1017,7344.7
1018,7419.3
1019,7337.8
1020,7413.7
1021,7492
1022,7571.3
1023,7455.4
1024,7550.4
1025,7634
1026,7554.1
1027,7475.9
1028,7397.4
1029,7475.3
1030,7554.7
1031,7476.5
1032,7570
1033,7650.3
1034,7562.1
1035,7479.6
1036,7401.2
1037,7319.4
1038,7242.5
1039,7146
1040,7030.4
1041,6938.2
1042,6841.5
1043,6753.6
1044,6855
1045,6941.6
1046,7022.5
1047,7112.8
1048,7196.3
1049,7281.4
1050,7189.9
1051,7112.8
1052,7213
1053,7287.1
1054,7374.3
1055,7285.8
1056,7199.5
1057,7118.7
1058,7194.4
1059,7268.7
1060,7345.9
1061,7432.4
1062,7342.8
1063,7266.1
1064,7347.8
1065,7270.6
1066,7354.8
1067,7439.9
1068,7527.1
1069,7443
1070,7357.3
1071,7271.2
1072,7357.9
1073,7272.5
1074,7197
1075,7120.7
1076,7197
1077,7274.4
1078,7356.7
1079,7281.4
1080,7194.4
1081,7279.5
1082,7204.7
1083,7279.5
1084,7200.2
1085,7123.9
1086,7204.7
1087,7103.1
1088,7031
1089,6948.2
1090,6877.9
1091,6764.6
1092,6674.3
1093,6606
1094,6679.2
1095,6755.7
1096,6832.7
1097,6910.8
1098,6998.7
1099,6890.7
1100,6783
1101,6916.2
1102,6987.4
1103,7068.4
1104,7161.5
1105,7086.8
1106,7169.9
1107,7243.1
1108,7169.9
1109,7275
1110,7369.2
1111,7280.7
1112,7208.5
1113,7289
1114,7211.7
1115,7128.5
1116,7056.6
1117,7147.3
1118,7224.6
1119,7141.4
1120,7230.3
1121,7316.3
1122,7234.2
1123,7313.7
1124,7236.1
1125,7311.8
1126,7239.3
1127,7150.5
1128,7226.5
1129,7308
1130,7228.4
1131,7152.4
1132,7078.9
1133,7184.7
1134,7268.7
1135,7351.6
1136,7270.6
1137,7346.6
1138,7269.9
1139,7185.4
1140,7110.9
1141,7031
1142,7103.1
1143,7003.3
1144,6929.5
1145,6844.2
1146,6947.6
1147,7018.5
1148,6927.5
1149,6855.7
1150,6758.4
1151,6834.7
1152,6912.1
1153,6982.1
1154,7071.1
1155,6996
1156,7075
1157,7002
1158,7073.7
1159,6981.5
1160,7059.3
1161,6978.8
1162,7049.4
1163,7126.5
1164,7054
1165,6980.1
1166,7054
1167,7131.7
1168,7050.7
1169,6979.5
1170,7050.1
1171,7123.9
1172,7050.1
1173,7126.5
1174,7050.7
1175,7127.2
1176,7042.2
1177,6964.2
1178,7056.6
1179,6966.2
1180,7059.9
1181,7169.2
1182,7092
1183,7014.5
1184,6918.8
1185,7004
1186,7087.4
1187,7009.3
1188,7084.8
1189,7009.3
1190,7080.9
1191,7000.7
1192,7074.3
1193,6995.4
1194,6920.8
1195,6805.5
1196,6879.9
1197,6958.2
1198,7029
1199,6953.5
1200,6879.2
1201,6974.8
1202,6900.1
1203,6818.4
1204,6916.2
1205,6988.7
1206,7060.6
1207,7134.9
1208,7058
1209,6952.2
1210,6883.3
1211,6802.1
1212,6873.2
1213,6946.2
1214,6838.8
1215,6914.8
1216,6832
1217,6755
1218,6829.9
1219,6912.8
1220,6825.2
1221,6751.5
1222,6826.6
1223,6751.5
1224,6680.5
1225,6755.7
1226,6836
1227,6907.5
1228,6837.4
1229,6761.1
1230,6690.2
1231,6612.3
1232,6685.4
1233,6780.3
1234,6706.1
1235,6634.6
1236,6560.3
1237,6488.6
1238,6419
1239,6345
1240,6417.6
1241,6543.3
1242,6621.4
1243,6714.4
1244,6806.2
1245,6956.9
1246,7050.7
1247,7166.7
1248,7094.6
1249,7176.3
1250,7094.6
1251,7166.7
1252,7247
1253,7168
1254,7251.4
1255,7325.8
1256,7403.7
1257,7328.3
1258,7406.2
1259,7492
1260,7414.3
1261,7513
1262,7598.1
1263,7679.9
1264,7603
1265,7521.6
1266,7411.8
1267,7326.4
1268,7403.7
1269,7488.9
1270,7575.5
1271,7684.8
1272,7766.3
1273,7681.7
1274,7601.8
1275,7694.4
1276,7778.8
1277,7692.6
1278,7585.3
1279,7480.8
1280,7402.5
1281,7325.8
1282,7239.9
1283,7164.1
1284,7324.5
1285,7402.5
1286,7508.6
1287,7590.2
1288,7690.8
1289,7612.7
1290,7525.3
1291,7428.7
1292,7504.9
1293,7584.7
1294,7663
1295,7587.1
1296,7493.2
1297,7573.1
1298,7495.7
1299,7405
1300,7508.6
1301,7594.5
1302,7488.9
1303,7584.7
1304,7504.3
1305,7609.1
1306,7532.6
1307,7443
1308,7362.9
1309,7280.1
1310,7193.1
1311,7119.4
1312,7044.8
1313,7223.9
1314,7348.5
1315,7439.9
1316,7517.9
1317,7604.8
1318,7507.4
1319,7592.6
1320,7672.1
1321,7595.1
1322,7519.1
1323,7443
1324,7368.6
1325,7456
1326,7535.7
1327,7618.8
1328,7538.2
1329,7459.1
1330,7374.9
1331,7290.9
1332,7191.2
1333,7268.7
1334,7354.8
1335,7270.6
1336,7197.6
1337,7271.2
1338,7354.1
1339,7265.5
1340,7339.6
1341,7419.3
1342,7328.3
1343,7190.5
1344,7033.6
1345,6783.7
1346,6711.7
1347,6827.9
1348,6926.2
1349,7015.2
1350,7127.8
1351,7211.7
1352,7290.9
1353,7375.5
1354,7299.2
1355,7204
1356,7277.6
1357,7354.1
1358,7278.2
1359,7200.8
1360,7279.5
1361,7166
1362,7254.6
1363,7176.3
1364,7085.5
1365,6998
1366,6916.2
1367,6990.7
1368,7073
1369,7146.6
1370,7226.5
1371,7146.6
1372,7233.5
1373,7323.2
1374,7237.4
1375,7332.7
1376,7421.2
1377,7346.6
1378,7273.1
1379,7177
1380,7252.1
1381,7340.9
1382,7448
1383,7370.5
1384,7447.3
1385,7366.7
1386,7289
1387,7376.1
1388,7295.4
1389,7370.5
1390,7289
1391,7374.3
1392,7450.5
1393,7362.3
1394,7283.3
1395,7360.4
1396,7280.1
1397,7204.7
1398,7282
1399,7377.4
1400,7304.2
1401,7217.5
1402,7296.6
1403,7220.7
1404,7297.9
1405,7372.4
1406,7293.5
1407,7212.4
1408,7297.9
1409,7386.8
1410,7293.5
1411,7368.6
1412,7290.9
1413,7208.5
1414,7286.5
1415,7361.7
1416,7285.2
1417,7189.2
1418,7273.1
1419,7357.9
1420,7436.8
1421,7352.2
1422,7276.3
1423,7184.7
1424,7103.7
1425,7197
1426,7273.1
1427,7347.2
1428,7270.6
1429,7349.1
1430,7230.3
1431,7153.7
1432,7069.1
1433,6995.4
1434,7097.2
1435,7026.4
1436,7132.3
1437,7040.9
1438,6969.5
1439,6888
1440,6813
1441,6886.6
1442,6970.8
1443,7044.8
1444,7119.4
1445,7203.4
1446,7091.3
1447,7179.6
1448,7272.5
1449,7374.9
1450,7299.2
1451,7198.9
1452,7291.5
1453,7366.1
1454,7283.3
1455,7188
1456,7261.6
1457,7162.1
1458,7247.6
1459,7155
1460,7241.9
1461,7135.6
1462,7208.5
1463,7136.2
1464,7042.9
1465,6966.9
1466,7061.9
1467,7160.2
1468,7074.3
1469,7001.3
1470,7076.3
1471,7000
1472,7072.4
1473,6986.8
1474,6908.1
1475,6839.4
1476,6938.9
1477,7036.3
1478,7118.7
1479,7013.9
1480,6944.2
1481,7041.5
1482,7146.6
1483,7061.9
1484,6989.4
1485,7092
1486,7189.9
1487,7288.4
1488,7212.4
1489,7135.6
1490,7054
1491,7131
1492,7047.5
1493,6954.9
1494,7027.1
1495,6942.2
1496,7014.5
1497,6938.2
1498,6854.3
1499,6781
1500,6708.9
1501,6797.3
1502,6882.6
1503,6952.2
1504,6868.5
1505,6954.2
1506,7079.6
1507,7201.5
1508,7296.6
1509,7392.4
1510,7493.2
1511,7580.4
1512,7677.5
1513,7589
1514,7507.4
1515,7429.3
1516,7516.6
1517,7599.3
1518,7519.7
1519,7603.6
1520,7518.5
1521,7601.2
1522,7687.8
1523,7599.3
1524,7517.3
1525,7610.3
1526,7532
1527,7621.9
1528,7540.6
1529,7463.5
1530,7544.3
1531,7622.5
1532,7543.1
1533,7461
1534,7384.3
1535,7474.6
1536,7400.6
1537,7326.4
1538,7406.8
1539,7322.6
1540,7401.2
1541,7479
1542,7388.7
1543,7311.8
1544,7403.7
1545,7482.1
1546,7405
1547,7328.3
1548,7411.2
1549,7332.1
1550,7414.9
1551,7335.9
1552,7413.7
1553,7330.2
1554,7252.1
1555,7359.8
1556,7438.6
1557,7342.8
1558,7269.9
1559,7178.3
1560,7106.3
1561,7191.2
1562,7106.3
1563,7182.8
1564,6990.7
1565,6902.8
1566,6822.5
1567,6931.5
1568,7027.7
1569,7112.2
1570,7185.4
1571,7111.5
1572,7185.4
1573,7266.7
1574,7169.2
1575,7249.5
1576,7175.7
1577,7261.6
1578,7174.4
1579,7103.1
1580,7021.1
1581,7116.1
1582,7045.5
1583,7116.8
1584,7193.7
1585,7110.9
1586,7185.4
1587,7113.5
1588,7031
1589,7137.5
1590,7215.6
1591,7289.6
1592,7181.5
1593,7077
1594,7150.5
1595,7055.3
1596,7142.1
1597,7219.4
1598,7296
1599,7211.1
1600,7113.5
1601,7028.4
1602,7115.5
1603,7044.2
1604,7123.9
1605,7204
1606,7127.2
1607,7052.7
1608,7138.2
1609,7215
1610,7138.2
1611,7225.2
1612,7151.1
1613,7049.4
1614,7126.5
1615,7224.6
1616,7143.4
1617,7216.2
1618,7303
1619,7223.9
1620,7149.9
1621,7232.3
1622,7313.7
1623,7241.2
1624,7155.7
1625,7230.3
1626,7150.5
1627,7230.3
1628,7155.7
1629,7229.1
1630,7148.6
1631,7222.6
1632,7306.8
1633,7218.8
1634,7145.3
1635,7218.2
1636,7295.4
1637,7371.7
1638,7232.9
1639,7322.6
1640,7238.7
1641,7126.5
1642,7051.4
1643,7136.9
1644,7055.3
1645,7184.1
1646,7264.8
1647,7182.2
1648,6976.8
1649,6891.4
1650,7038.9
1651,7140.8
1652,7236.7
1653,7155.7
1654,7235.5
1655,7145.3
1656,7231
1657,7305.5
1658,7212.4
1659,7131
1660,7046.8
1661,6926.2
1662,6844.8
1663,6775.5
1664,6686.1
1665,6766.6
1666,6838.1
1667,6920.8
1668,7005.3
1669,6919.5
1670,6840.1
1671,6913.5
1672,6988.7
1673,7093.9
1674,6994
1675,7075.6
1676,7000
1677,6922.9
1678,6996
1679,7074.3
1680,7001.3
1681,7088.7
1682,6992.1
1683,7063.9
1684,6983.4
1685,7059.9
1686,7145.3
1687,7068.4
1688,7158.9
1689,7075.6
1690,6999.3
1691,6908.1
1692,6978.8
1693,7049.4
1694,7131.7
1695,7052.7
1696,6960.9
1697,6890
1698,6972.8
1699,7043.5
1700,6952.9
1701,7025.7
1702,7120.7
1703,7007.3
1704,6928.2
1705,7013.2
1706,6938.2
1707,6868.5
1708,6939.6
1709,7015.9
1710,6922.2
1711,7006.6
1712,7078.9
1713,6996
1714,7080.2
1715,7171.2
1716,7094.6
1717,7017.2
1718,6922.9
1719,7010.6
1720,6937.6
1721,6823.8
1722,6739.2
1723,6827.9
1724,6940.2
1725,7012.6
1726,6936.9
1727,6860.4
1728,6932.9
1729,7007.9
1730,6931.5
1731,7017.8
1732,6946.2
1733,7019.8
1734,6923.5
1735,7013.9
1736,6906.8
1737,6765.9
1738,6599.7
1739,6478.6
1740,6583.5
1741,6699.9
1742,6796
1743,6915.5
1744,7009.3
1745,6930.9
1746,6853.6
1747,6785.7
1748,6863.8
1749,6771.4
1750,6840.8
1751,6954.2
1752,7029
1753,7110.2
1754,7226.5
1755,7311.2
1756,7385.5
1757,7461.6
1758,7546.8
1759,7458.5
1760,7539.4
1761,7456.7
1762,7379.3
1763,7475.3
1764,7388.7
1765,7315
1766,7389.3
1767,7307.4
1768,7227.1
1769,7307.4
1770,7386.2
1771,7304.9
1772,7391.8
1773,7313.1
1774,7240.6
1775,7325.1
1776,7408.7
1777,7327.6
1778,7245.7
1779,7331.4
1780,7411.8
1781,7499.4
1782,7585.3
1783,7504.3
1784,7424.9
1785,7507.4
1786,7407.5
1787,7296.6
1788,7200.8
1789,7117.4
1790,7216.2
1791,7294.1
1792,7369.9
1793,7449.8
1794,7530.2
1795,7453.6
1796,7373
1797,7458.5
1798,7364.8
1799,7452.9
1800,7366.7
1801,7451.1
1802,7533.9
1803,7615.8
1804,7525.3
1805,7444.9
1806,7366.1
1807,7446.7
1808,7368
1809,7469.1
1810,7391.2
1811,7467.8
1812,7389.9
1813,7313.1
1814,7411.8
1815,7489.5
1816,7573.7
1817,7490.7
1818,7391.8
1819,7297.9
1820,7221.4
1821,7109.6
1822,7038.9
1823,6966.2
1824,7038.3
1825,7122
1826,7200.8
1827,7275.7
1828,7196.3
1829,7271.8
1830,7347.8
1831,7266.1
1832,7181.5
1833,7269.9
1834,7184.7
1835,7269.9
1836,7188
1837,7112.8
1838,7023.1
1839,7097.9
1840,7185.4
1841,7258.5
1842,7171.8
1843,7098.5
1844,7186
1845,7101.8
1846,7027.7
1847,6944.2
1848,7037.6
1849,7128.5
1850,7227.8
1851,7316.9
1852,7237.4
1853,7313.1
1854,7231.6
1855,7304.9
1856,7229.7
1857,7305.5
1858,7387.4
1859,7296.6
1860,7216.9
1861,7140.1
1862,7214.3
1863,7289.6
1864,7363.6
1865,7268.7
1866,7346.6
1867,7431.8
1868,7339.6
1869,7259.7
1870,7178.9
1871,7262.3
1872,7344.1
1873,7264.2
1874,7191.8
1875,7266.7
1876,7351.6
1877,7263.6
1878,7177.6
1879,7273.1
1880,7195.7
1881,7110.9
1882,7189.9
1883,7281.4
1884,7361.7
1885,7287.7
1886,7206
1887,7285.2
1888,7211.7
1889,7122.6
1890,7197
1891,7105.7
1892,7197
1893,7112.8
1894,7195
1895,7116.8
1896,7042.2
1897,7114.8
1898,7227.8
1899,7313.7
1900,7231.6
1901,7158.3
1902,7078.3
1903,6999.3
1904,7079.6
1905,7158.9
1906,7073.7
1907,7148.6
1908,7233.5
1909,7321.3
1910,7238.7
1911,7165.4
1912,7077
1913,7163.4
1914,7257.8
1915,7335.9
1916,7262.3
1917,7188.6
1918,7106.3
1919,7201.5
